"pitcher","role_key","inning","outs_when_up","score_gap","on_3b","on_2b","on_1b","Segmentation","Segmentation_tier2"
607560,"RP",7,1,-7,0,1,0,"B2","B2"
660546,"RP",10,0,0,0,1,0,"A","A++"
642048,"RP",7,2,-3,0,0,0,"B2","B2"
593974,"RP",7,2,0,0,1,1,"A","A++"
542947,"RP",8,0,2,0,0,0,"A","A"
664948,"RP",9,0,6,0,0,0,"B1","B1"
608678,"RP",6,0,0,0,0,0,"A","A"
656546,"RP",7,2,-3,1,0,1,"B2","B2"
592836,"SP",1,0,0,0,0,0,"A","A"
622253,"RP",7,0,-13,0,0,0,"B2","B2"
665854,"RP",7,0,10,0,0,0,"B1","B1"
571521,"RP",2,1,-8,0,0,1,"B2","B2"
592390,"RP",9,0,6,0,0,0,"B1","B1"
543339,"RP",7,0,0,0,0,0,"A","A"
554431,"RP",8,0,1,0,0,0,"A","A"
641540,"SP",1,0,0,0,0,0,"A","A"
643511,"RP",8,0,3,0,0,0,"B1","B1"
572955,"RP",6,0,-2,0,0,0,"A","A"
669618,"RP",9,0,2,0,0,0,"A","A"
596295,"SP",1,0,0,0,0,0,"A","A"
500610,"RP",8,0,-2,0,0,0,"A","A"
608349,"RP",6,0,4,0,0,0,"B1","B1"
660546,"RP",7,0,-4,0,0,0,"B2","B2"
519151,"RP",9,0,3,0,0,0,"B1","B1"
600921,"RP",8,0,-1,0,0,0,"A","A"
593619,"RP",7,0,-3,0,0,0,"B2","B2"
670456,"RP",7,0,-4,0,0,0,"B2","B2"
489265,"RP",6,0,1,0,1,1,"A","A++"
641755,"RP",7,0,-3,0,0,0,"B2","B2"
670950,"RP",8,0,0,0,0,0,"A","A"
666168,"RP",7,0,-1,0,0,1,"A","A+"
650895,"RP",7,2,0,0,1,1,"A","A++"
501985,"SP",1,0,0,0,0,0,"A","A"
491624,"RP",7,0,-6,0,0,0,"B2","B2"
518553,"RP",9,0,-3,0,0,0,"B2","B2"
601713,"SP",1,0,0,0,0,0,"A","A"
600944,"RP",8,0,-4,0,0,0,"B2","B2"
595465,"RP",2,1,-1,0,0,1,"A","A+"
642701,"RP",5,2,1,0,1,1,"A","A++"
445276,"RP",9,0,0,0,0,0,"A","A"
425844,"SP",1,0,0,0,0,0,"A","A"
572070,"RP",7,0,6,0,0,0,"B1","B1"
592858,"RP",7,0,-9,0,0,0,"B2","B2"
658305,"RP",8,0,-6,0,0,0,"B2","B2"
433589,"RP",7,0,-1,0,0,0,"A","A"
429722,"RP",9,0,-5,0,0,0,"B2","B2"
554430,"SP",1,0,0,0,0,0,"A","A"
677865,"RP",7,2,4,0,1,0,"B1","B1"
628711,"SP",1,0,1,0,0,0,"A","A"
605276,"RP",8,2,7,0,1,0,"B1","B1"
622098,"RP",6,0,-3,0,0,0,"B2","B2"
500779,"RP",7,0,-4,0,0,0,"B2","B2"
623167,"SP",1,0,0,0,0,0,"A","A"
666200,"SP",1,0,0,0,0,0,"A","A"
519008,"RP",7,0,3,0,0,0,"B1","B1"
607359,"RP",8,0,3,0,0,0,"B1","B1"
608032,"RP",8,0,-3,0,0,0,"B2","B2"
543351,"RP",6,0,3,0,0,0,"B1","B1"
608665,"RP",8,0,4,0,0,0,"B1","B1"
622075,"RP",5,0,-3,0,0,0,"B2","B2"
543883,"RP",3,2,-4,0,0,0,"B2","B2"
668676,"SP",1,0,0,0,0,0,"A","A"
680686,"SP",1,0,0,0,0,0,"A","A"
676051,"RP",4,0,-10,0,0,0,"B2","B2"
641729,"RP",6,0,-2,0,0,0,"A","A"
675916,"RP",9,0,5,0,0,0,"B1","B1"
669622,"RP",9,0,5,0,0,0,"B1","B1"
663556,"SP",1,0,1,0,0,0,"A","A"
605538,"RP",6,1,3,0,1,1,"B1","B1"
656731,"SP",1,0,0,0,0,0,"A","A"
594577,"RP",5,2,-4,0,0,1,"B2","B2"
451584,"RP",8,0,-3,0,0,0,"B2","B2"
459429,"RP",9,0,3,0,0,0,"B1","B1"
641816,"SP",1,0,0,0,0,0,"A","A"
519293,"RP",9,0,2,0,0,0,"A","A"
593144,"RP",7,0,1,0,0,0,"A","A"
641793,"RP",9,2,1,0,1,1,"A","A++"
605483,"SP",1,0,0,0,0,0,"A","A"
657093,"SP",1,0,0,0,0,0,"A","A"
596049,"RP",6,0,9,0,0,0,"B1","B1"
621242,"RP",9,0,0,0,0,0,"A","A"
453265,"RP",7,0,3,0,0,0,"B1","B1"
664199,"RP",7,2,0,0,1,1,"A","A++"
643400,"RP",5,0,-5,0,0,0,"B2","B2"
607231,"RP",6,0,-3,0,0,0,"B2","B2"
571656,"RP",9,0,-5,0,0,0,"B2","B2"
605388,"RP",6,0,-9,0,0,0,"B2","B2"
641302,"SP",1,0,0,0,0,0,"A","A"
606149,"RP",8,0,5,0,1,1,"B1","B1"
640470,"SP",1,0,2,0,0,0,"A","A"
641941,"RP",8,0,0,0,0,0,"A","A"
501381,"SP",1,0,0,0,0,0,"A","A"
518516,"SP",1,0,0,0,0,0,"A","A"
544727,"RP",10,0,0,0,1,0,"A","A++"
664854,"RP",9,0,6,0,0,0,"B1","B1"
622250,"RP",7,0,2,0,0,0,"A","A"
655889,"RP",8,0,-5,0,0,0,"B2","B2"
502706,"RP",7,0,-4,0,0,0,"B2","B2"
643256,"RP",9,0,0,0,0,0,"A","A"
596112,"RP",6,0,-3,0,0,0,"B2","B2"
450203,"SP",1,0,0,0,0,0,"A","A"
543766,"RP",8,2,5,0,0,0,"B1","B1"
656427,"SP",1,0,0,0,0,0,"A","A"
612434,"RP",8,0,0,0,0,0,"A","A"
592662,"SP",1,0,0,0,0,0,"A","A"
547179,"RP",8,0,4,0,0,0,"B1","B1"
489334,"RP",9,0,0,0,0,0,"A","A"
501925,"RP",7,0,0,0,0,0,"A","A"
595014,"RP",7,2,1,1,0,1,"A","A++"
660813,"RP",7,0,4,0,0,0,"B1","B1"
461325,"RP",9,0,0,0,0,0,"A","A"
543272,"RP",9,2,0,1,1,1,"A","A++"
608344,"SP",1,0,0,0,0,0,"A","A"
663776,"SP",1,0,0,0,0,0,"A","A"
623465,"RP",7,0,7,0,0,0,"B1","B1"
608716,"RP",9,0,0,0,0,0,"A","A"
543101,"SP",1,0,0,0,0,0,"A","A"
657228,"RP",6,2,-12,0,0,1,"B2","B2"
461865,"RP",9,0,-13,0,0,0,"B2","B2"
681911,"RP",5,0,-1,0,0,0,"A","A"
656945,"RP",7,0,-3,0,0,0,"B2","B2"
593974,"RP",6,0,-3,0,0,0,"B2","B2"
656546,"RP",7,0,10,0,0,0,"B1","B1"
657277,"SP",1,0,0,0,0,0,"A","A"
664682,"RP",5,0,-8,0,0,0,"B2","B2"
621244,"SP",1,0,0,0,0,0,"A","A"
621381,"RP",3,2,-3,0,0,0,"B2","B2"
670280,"RP",8,0,-2,0,0,0,"A","A"
500610,"RP",8,0,16,0,0,0,"B1","B1"
641386,"RP",5,0,-7,0,0,0,"B2","B2"
621057,"RP",5,0,-5,0,0,0,"B2","B2"
621242,"RP",7,0,3,0,0,0,"B1","B1"
594835,"SP",1,0,0,0,0,0,"A","A"
592866,"SP",1,0,0,0,0,0,"A","A"
518886,"RP",8,0,3,0,0,0,"B1","B1"
650828,"RP",9,0,-9,0,0,0,"B2","B2"
608566,"SP",1,0,0,0,0,0,"A","A"
669912,"RP",6,0,-4,0,0,0,"B2","B2"
545343,"RP",8,0,7,0,0,0,"B1","B1"
650959,"RP",5,1,-4,1,0,0,"B2","B2"
472610,"RP",5,0,1,0,0,0,"A","A"
613534,"RP",7,0,-5,0,0,0,"B2","B2"
623352,"RP",8,0,13,0,0,0,"B1","B1"
608638,"RP",7,0,3,0,0,0,"B1","B1"
681810,"RP",7,0,4,0,0,0,"B1","B1"
669952,"SP",1,0,0,0,0,0,"A","A"
605135,"SP",1,0,0,0,0,0,"A","A"
570663,"RP",6,2,-2,1,0,1,"A","A++"
596057,"RP",6,0,12,0,0,0,"B1","B1"
661269,"SP",1,0,0,0,0,0,"A","A"
453178,"RP",9,0,1,0,0,0,"A","A"
622446,"RP",6,0,-3,0,0,0,"B2","B2"
656620,"RP",5,0,-1,0,0,0,"A","A"
664141,"SP",1,0,0,0,0,0,"A","A"
656876,"SP",1,0,0,0,0,0,"A","A"
669330,"RP",9,0,-2,0,0,0,"A","A"
655889,"RP",8,0,-13,0,0,0,"B2","B2"
571901,"RP",6,1,3,1,1,0,"B1","B1"
623485,"RP",6,0,-7,0,0,0,"B2","B2"
656818,"RP",7,2,-4,0,0,0,"B2","B2"
676840,"SP",1,0,0,0,0,0,"A","A"
666159,"SP",1,0,0,0,0,0,"A","A"
660271,"SP",1,0,0,0,0,0,"A","A"
453281,"SP",1,0,1,0,0,0,"A","A"
506433,"SP",1,0,2,0,0,0,"A","A"
457915,"RP",5,0,-4,0,0,0,"B2","B2"
593576,"RP",6,0,1,0,0,0,"A","A"
657031,"RP",6,0,-2,0,1,0,"A","A++"
518617,"RP",9,0,17,0,0,0,"B1","B1"
543294,"SP",1,0,0,0,0,0,"A","A"
605242,"RP",8,0,2,0,0,0,"A","A"
607644,"SP",1,0,0,0,0,0,"A","A"
622065,"RP",6,1,-11,1,0,1,"B2","B2"
595411,"RP",9,0,7,0,0,0,"B1","B1"
600921,"RP",4,0,-3,0,0,1,"B2","B2"
621345,"RP",7,0,-10,0,0,0,"B2","B2"
657612,"RP",8,0,-7,0,0,0,"B2","B2"
608335,"RP",7,0,3,0,0,0,"B1","B1"
666808,"RP",8,0,7,0,0,0,"B1","B1"
621249,"RP",6,0,-1,0,0,0,"A","A"
656354,"RP",7,2,-3,0,0,1,"B2","B2"
622503,"RP",5,0,-6,0,0,0,"B2","B2"
607200,"SP",1,0,0,0,0,0,"A","A"
640462,"RP",7,0,12,0,0,0,"B1","B1"
677865,"RP",7,0,-1,0,0,0,"A","A"
660853,"RP",5,1,2,0,1,1,"A","A++"
570257,"RP",8,0,-3,0,0,0,"B2","B2"
543507,"RP",7,0,3,0,0,0,"B1","B1"
489334,"RP",7,2,-5,1,1,1,"B2","B2"
458681,"SP",1,0,0,0,0,0,"A","A"
656629,"RP",6,0,3,0,1,1,"B1","B1"
628452,"RP",8,2,4,0,0,1,"B1","B1"
607237,"RP",9,0,10,0,0,0,"B1","B1"
445276,"RP",8,0,-1,0,0,0,"A","A"
667376,"RP",9,0,14,0,0,0,"B1","B1"
571760,"SP",1,0,0,0,0,0,"A","A"
606149,"RP",7,2,2,0,0,0,"A","A"
656557,"SP",1,0,0,0,0,0,"A","A"
543521,"RP",5,0,0,0,0,0,"A","A"
605441,"RP",8,0,-3,1,0,1,"B2","B2"
664092,"RP",7,2,5,0,0,1,"B1","B1"
573009,"RP",8,0,7,0,0,0,"B1","B1"
607188,"RP",9,0,9,0,0,0,"B1","B1"
605151,"RP",7,0,1,0,0,0,"A","A"
666205,"SP",1,0,0,0,0,0,"A","A"
656685,"RP",8,0,-2,0,0,0,"A","A"
623437,"RP",5,0,8,0,0,0,"B1","B1"
519326,"RP",4,0,4,0,0,0,"B1","B1"
640448,"RP",7,0,0,0,0,0,"A","A"
660906,"RP",5,0,-6,1,1,1,"B2","B2"
592314,"SP",1,0,0,0,0,0,"A","A"
544727,"RP",7,1,3,1,1,1,"B1","B1"
650893,"RP",6,0,2,0,0,0,"A","A"
641360,"RP",6,0,-1,0,0,1,"A","A+"
543351,"RP",7,0,7,0,0,0,"B1","B1"
607481,"RP",7,1,3,0,1,1,"B1","B1"
608717,"RP",7,2,-2,0,1,1,"A","A++"
621052,"RP",9,0,3,0,0,0,"B1","B1"
453284,"RP",8,2,-14,1,1,0,"B2","B2"
624133,"SP",1,0,0,0,0,0,"A","A"
573186,"SP",1,0,0,0,0,0,"A","A"
453192,"RP",4,0,2,0,0,0,"A","A"
458708,"RP",3,1,-3,0,1,1,"B2","B2"
519008,"RP",3,0,-2,0,0,0,"A","A"
543594,"SP",1,0,0,0,0,0,"A","A"
502154,"RP",9,0,1,0,0,0,"A","A"
607625,"RP",5,1,2,1,0,1,"A","A++"
605540,"SP",1,0,0,0,0,0,"A","A"
663432,"RP",6,0,-1,0,0,0,"A","A"
642121,"RP",8,0,-2,0,0,0,"A","A"
592761,"RP",2,1,-2,0,0,0,"A","A"
521230,"RP",9,0,3,0,0,0,"B1","B1"
663423,"RP",5,1,-3,0,1,0,"B2","B2"
669212,"SP",1,0,0,0,0,0,"A","A"
593423,"SP",1,0,0,0,0,0,"A","A"
657053,"SP",1,0,0,0,0,0,"A","A"
643338,"RP",6,0,3,0,0,1,"B1","B1"
669203,"SP",1,0,7,0,0,0,"B1","B1"
453265,"RP",8,0,4,0,0,0,"B1","B1"
594987,"RP",7,0,0,0,0,0,"A","A"
518774,"SP",1,0,0,0,0,0,"A","A"
518813,"RP",8,0,-3,0,0,0,"B2","B2"
642701,"RP",9,0,0,0,0,0,"A","A"
592390,"RP",8,0,-2,0,0,0,"A","A"
642336,"RP",8,0,-13,0,0,0,"B2","B2"
608678,"RP",7,0,3,0,0,0,"B1","B1"
489119,"SP",1,0,0,0,0,0,"A","A"
518617,"RP",7,0,0,0,0,0,"A","A"
675921,"SP",1,0,0,0,0,0,"A","A"
605164,"SP",1,0,0,0,0,0,"A","A"
547179,"RP",9,0,0,0,0,0,"A","A"
608371,"RP",11,0,1,0,1,0,"A","A++"
676051,"RP",9,0,-8,0,0,0,"B2","B2"
455119,"RP",7,0,3,0,0,0,"B1","B1"
642397,"RP",9,0,3,0,0,0,"B1","B1"
608665,"RP",8,0,4,0,0,0,"B1","B1"
676979,"RP",4,0,0,0,0,0,"A","A"
642152,"RP",9,0,3,0,0,0,"B1","B1"
542585,"RP",7,2,5,1,0,1,"B1","B1"
614179,"RP",6,0,0,0,0,0,"A","A"
571948,"RP",9,0,10,0,0,0,"B1","B1"
640444,"SP",1,0,0,0,0,0,"A","A"
625643,"SP",1,0,0,0,0,0,"A","A"
677960,"SP",1,0,0,0,0,0,"A","A"
669622,"RP",8,0,7,0,0,0,"B1","B1"
502154,"RP",9,0,3,0,0,0,"B1","B1"
643400,"RP",6,0,-3,0,0,0,"B2","B2"
593144,"RP",10,0,0,0,1,0,"A","A++"
663753,"RP",5,2,-5,0,1,0,"B2","B2"
641582,"RP",7,0,-1,0,0,0,"A","A"
669373,"SP",1,0,0,0,0,0,"A","A"
592332,"SP",1,0,0,0,0,0,"A","A"
650895,"RP",8,0,0,0,0,0,"A","A"
663986,"RP",8,0,0,0,1,1,"A","A++"
664074,"RP",6,0,-1,0,0,0,"A","A"
666201,"SP",1,0,0,0,0,0,"A","A"
501625,"RP",6,0,3,0,0,0,"B1","B1"
641360,"RP",5,0,1,0,0,0,"A","A"
543135,"SP",1,0,0,0,0,0,"A","A"
592426,"RP",8,0,3,0,0,0,"B1","B1"
519151,"RP",9,0,4,0,0,0,"B1","B1"
468504,"RP",7,0,-2,0,0,0,"A","A"
621368,"RP",4,0,1,0,0,0,"A","A"
476595,"SP",1,0,3,0,0,0,"B1","B1"
641927,"SP",1,0,0,0,0,0,"A","A"
453562,"SP",1,0,0,0,0,0,"A","A"
642048,"RP",7,2,5,0,1,1,"B1","B1"
670955,"RP",9,0,6,0,0,0,"B1","B1"
573668,"RP",7,2,1,0,1,0,"A","A++"
641394,"RP",7,0,-3,0,0,0,"B2","B2"
641401,"SP",1,0,0,0,0,0,"A","A"
607188,"RP",6,0,-3,0,0,0,"B2","B2"
491624,"RP",8,0,-5,0,0,0,"B2","B2"
605151,"RP",7,1,-3,0,1,1,"B2","B2"
458677,"RP",7,0,-3,0,0,0,"B2","B2"
621074,"RP",5,0,-8,0,0,0,"B2","B2"
501925,"RP",6,1,-1,1,0,0,"A","A++"
670456,"RP",8,0,-4,0,0,0,"B2","B2"
445926,"RP",6,0,3,0,0,1,"B1","B1"
661440,"RP",9,0,-4,0,0,0,"B2","B2"
518886,"RP",8,0,-1,0,0,0,"A","A"
570488,"RP",9,0,19,0,0,0,"B1","B1"
543339,"RP",8,0,-6,0,0,0,"B2","B2"
425794,"SP",1,0,0,0,0,0,"A","A"
680704,"RP",8,0,1,0,0,0,"A","A"
461325,"RP",8,0,-4,0,0,0,"B2","B2"
571710,"RP",10,0,0,0,1,1,"A","A++"
570666,"RP",6,0,-3,0,0,0,"B2","B2"
571521,"RP",8,0,-8,0,0,0,"B2","B2"
592741,"RP",8,0,-4,0,0,0,"B2","B2"
622250,"RP",8,0,0,0,0,0,"A","A"
683232,"RP",5,2,-1,1,1,1,"A","A++"
622253,"RP",9,0,-3,0,0,0,"B2","B2"
543272,"RP",9,0,8,0,0,0,"B1","B1"
605441,"RP",8,0,13,0,0,0,"B1","B1"
608716,"RP",9,0,0,0,0,0,"A","A"
642528,"RP",8,0,3,0,0,0,"B1","B1"
543766,"RP",7,0,2,1,0,1,"A","A++"
645261,"SP",1,0,3,0,0,0,"B1","B1"
593576,"RP",2,0,0,0,0,0,"A","A"
541640,"RP",8,0,5,0,0,0,"B1","B1"
489265,"RP",8,0,3,0,0,0,"B1","B1"
502043,"RP",3,0,0,0,0,0,"A","A"
660813,"RP",6,0,1,0,0,0,"A","A"
573204,"RP",6,1,0,0,0,1,"A","A+"
519293,"RP",9,0,2,0,0,0,"A","A"
607455,"RP",9,0,-4,0,0,0,"B2","B2"
676596,"SP",1,0,0,0,0,0,"A","A"
641729,"RP",7,0,5,0,0,0,"B1","B1"
593619,"RP",6,0,-3,0,0,0,"B2","B2"
608650,"RP",4,1,-10,0,1,1,"B2","B2"
456034,"SP",1,0,0,0,0,0,"A","A"
542881,"SP",1,0,0,0,0,0,"A","A"
570257,"RP",5,1,4,1,0,0,"B1","B1"
518876,"SP",1,0,0,0,0,0,"A","A"
572125,"RP",5,0,0,0,1,0,"A","A++"
642083,"RP",6,0,-5,0,0,0,"B2","B2"
595014,"RP",8,0,4,0,0,0,"B1","B1"
622608,"SP",1,0,1,0,0,0,"A","A"
663903,"SP",1,0,0,0,0,0,"A","A"
571670,"RP",9,0,7,0,0,0,"B1","B1"
622766,"RP",8,0,-7,1,1,1,"B2","B2"
517008,"RP",9,0,1,0,0,0,"A","A"
554431,"RP",7,2,3,1,0,1,"B1","B1"
592773,"RP",7,0,2,0,0,0,"A","A"
606424,"RP",9,0,5,0,0,0,"B1","B1"
676969,"RP",7,0,-3,0,0,0,"B2","B2"
429722,"RP",9,0,-3,0,0,0,"B2","B2"
650828,"RP",11,0,0,0,1,0,"A","A++"
663992,"RP",4,2,-4,0,0,1,"B2","B2"
615698,"SP",1,0,0,0,0,0,"A","A"
656061,"RP",3,0,2,0,0,0,"A","A"
641755,"RP",8,0,-4,0,0,0,"B2","B2"
664285,"SP",1,0,0,0,0,0,"A","A"
670950,"RP",10,0,0,0,1,0,"A","A++"
572955,"RP",6,0,-1,0,0,0,"A","A"
592662,"SP",1,0,0,0,0,0,"A","A"
681911,"RP",8,2,1,1,0,1,"A","A++"
570663,"RP",6,0,5,0,0,0,"B1","B1"
474463,"SP",1,0,0,0,0,0,"A","A"
622694,"SP",1,0,0,0,0,0,"A","A"
453178,"RP",8,2,2,1,1,1,"A","A++"
650671,"RP",8,0,-7,0,0,0,"B2","B2"
598264,"RP",9,0,6,0,0,0,"B1","B1"
608638,"RP",9,0,1,0,0,0,"A","A"
641482,"SP",1,0,0,0,0,0,"A","A"
518886,"RP",8,0,2,0,0,0,"A","A"
594965,"RP",8,0,-3,0,0,0,"B2","B2"
663986,"RP",5,0,4,0,0,0,"B1","B1"
664776,"RP",9,0,-2,0,0,0,"A","A"
489265,"RP",8,0,3,0,0,0,"B1","B1"
608717,"RP",9,0,4,0,0,0,"B1","B1"
595345,"RP",5,2,-5,0,0,0,"B2","B2"
643316,"RP",7,2,-3,0,0,0,"B2","B2"
571945,"SP",1,0,0,0,0,0,"A","A"
642545,"SP",1,0,0,0,0,0,"A","A"
676840,"RP",8,0,-2,0,0,0,"A","A"
453284,"RP",8,0,7,0,0,0,"B1","B1"
571521,"RP",7,0,-2,0,0,0,"A","A"
600921,"RP",8,0,2,0,0,1,"A","A+"
543243,"SP",1,0,0,0,0,0,"A","A"
608331,"SP",1,0,0,0,0,0,"A","A"
641745,"SP",1,0,0,0,0,0,"A","A"
596112,"RP",6,0,1,0,0,0,"A","A"
657612,"RP",9,0,-1,0,0,0,"A","A"
596295,"SP",1,0,0,0,0,0,"A","A"
554340,"RP",9,0,9,0,0,0,"B1","B1"
552640,"RP",10,0,0,0,1,0,"A","A++"
621121,"SP",1,0,0,0,0,0,"A","A"
570257,"RP",8,0,6,0,0,0,"B1","B1"
571578,"SP",1,0,0,0,0,0,"A","A"
519242,"SP",1,0,0,0,0,0,"A","A"
448855,"RP",6,0,-4,0,0,0,"B2","B2"
542947,"RP",7,0,-5,0,0,0,"B2","B2"
519326,"RP",6,1,-2,0,1,1,"A","A++"
656354,"RP",7,0,6,0,0,0,"B1","B1"
433589,"RP",7,1,1,0,0,0,"A","A"
542585,"RP",8,0,0,0,0,0,"A","A"
519043,"SP",1,0,0,0,0,0,"A","A"
670280,"RP",7,2,3,0,1,1,"B1","B1"
670090,"RP",3,2,-7,0,1,1,"B2","B2"
656458,"RP",9,0,5,0,0,0,"B1","B1"
641302,"SP",1,0,0,0,0,0,"A","A"
617228,"RP",8,0,6,0,0,0,"B1","B1"
621249,"RP",6,0,3,0,0,0,"B1","B1"
608371,"RP",8,0,5,0,0,0,"B1","B1"
608379,"SP",1,0,0,0,0,0,"A","A"
605151,"RP",7,0,1,0,0,0,"A","A"
471911,"SP",1,0,0,0,0,0,"A","A"
605483,"SP",1,0,0,0,0,0,"A","A"
573668,"RP",8,0,-8,0,0,0,"B2","B2"
593576,"RP",5,1,1,0,0,1,"A","A+"
622072,"SP",1,0,0,0,0,0,"A","A"
656945,"RP",9,0,-3,0,0,0,"B2","B2"
598287,"RP",7,0,-2,0,0,0,"A","A"
571710,"RP",9,0,2,0,0,0,"A","A"
656529,"SP",1,0,0,0,0,0,"A","A"
641793,"RP",6,0,-1,0,0,0,"A","A"
641941,"RP",8,0,-1,0,0,0,"A","A"
622250,"RP",5,2,-5,0,1,0,"B2","B2"
664682,"RP",8,0,-2,0,0,0,"A","A"
657024,"RP",5,0,-9,0,0,0,"B2","B2"
657228,"RP",9,0,-3,0,0,0,"B2","B2"
608032,"RP",8,0,2,0,0,0,"A","A"
542888,"RP",6,0,-2,0,0,0,"A","A"
596057,"RP",7,0,-3,0,0,0,"B2","B2"
620396,"RP",6,2,-2,1,0,1,"A","A++"
571670,"RP",8,0,-2,0,0,0,"A","A"
656605,"SP",1,0,0,0,0,0,"A","A"
643256,"RP",10,2,-1,0,1,1,"A","A++"
608337,"SP",1,0,1,0,0,0,"A","A"
607625,"RP",8,0,-1,0,0,0,"A","A"
468504,"RP",7,0,2,0,0,0,"A","A"
669211,"SP",1,0,0,0,0,0,"A","A"
571901,"RP",6,0,-2,0,0,0,"A","A"
520980,"RP",8,0,10,0,0,0,"B1","B1"
656212,"SP",1,0,0,0,0,0,"A","A"
607391,"RP",7,0,-2,0,0,0,"A","A"
621111,"SP",1,0,0,0,0,0,"A","A"
605200,"SP",1,0,0,0,0,0,"A","A"
572125,"RP",3,0,-4,0,0,0,"B2","B2"
548384,"RP",7,0,10,0,0,0,"B1","B1"
501625,"RP",7,2,-3,0,0,0,"B2","B2"
640448,"RP",9,0,3,0,0,0,"B1","B1"
663992,"RP",7,0,2,0,0,0,"A","A"
622253,"RP",6,0,-3,0,1,1,"B2","B2"
656457,"SP",1,0,0,0,0,0,"A","A"
670990,"RP",7,0,-10,0,0,0,"B2","B2"
572193,"RP",11,0,2,0,1,0,"A","A++"
613534,"RP",7,0,-1,0,0,0,"A","A"
605194,"RP",7,0,-6,0,0,0,"B2","B2"
605130,"RP",9,0,4,0,0,0,"B1","B1"
607457,"RP",6,0,-5,0,0,0,"B2","B2"
642152,"RP",9,0,3,0,0,0,"B1","B1"
641394,"RP",8,0,3,0,0,0,"B1","B1"
453192,"RP",6,0,-2,0,0,0,"A","A"
642397,"RP",9,0,0,0,0,0,"A","A"
676979,"RP",9,0,0,0,0,0,"A","A"
521230,"RP",10,0,0,0,1,0,"A","A++"
445276,"RP",9,0,1,0,0,0,"A","A"
621057,"RP",9,0,8,0,0,0,"B1","B1"
542914,"RP",6,0,-5,0,0,0,"B2","B2"
665896,"RP",4,0,-4,0,0,0,"B2","B2"
641871,"RP",6,0,-10,0,0,0,"B2","B2"
621259,"RP",9,0,8,0,0,0,"B1","B1"
641540,"SP",1,0,0,0,0,0,"A","A"
579328,"SP",1,0,0,0,0,0,"A","A"
543507,"RP",7,0,-2,0,0,0,"A","A"
666168,"RP",7,1,2,0,0,0,"A","A"
676969,"RP",6,0,0,0,0,0,"A","A"
518617,"RP",6,0,1,0,0,0,"A","A"
605447,"RP",9,0,0,0,0,0,"A","A"
607481,"RP",8,2,2,1,0,0,"A","A++"
621076,"SP",1,0,0,0,0,0,"A","A"
622491,"SP",1,0,0,0,0,0,"A","A"
681911,"RP",8,0,3,0,0,0,"B1","B1"
502154,"RP",8,0,3,0,0,0,"B1","B1"
554430,"SP",1,0,0,0,0,0,"A","A"
664948,"RP",9,0,5,0,0,0,"B1","B1"
608650,"RP",6,0,6,0,0,0,"B1","B1"
543056,"RP",4,1,-4,0,0,0,"B2","B2"
571951,"RP",7,0,-3,0,0,0,"B2","B2"
642083,"RP",2,1,-1,1,1,1,"A","A++"
642701,"RP",8,2,-5,1,1,1,"B2","B2"
656629,"RP",7,0,0,0,0,0,"A","A"
605177,"RP",8,0,2,0,0,0,"A","A"
500779,"SP",1,0,0,0,0,0,"A","A"
641729,"RP",6,1,8,1,1,1,"B1","B1"
608335,"RP",6,1,5,1,1,1,"B1","B1"
547179,"RP",8,0,5,0,0,0,"B1","B1"
452027,"RP",5,0,-6,0,0,0,"B2","B2"
451584,"RP",10,0,0,0,1,0,"A","A++"
594987,"RP",8,0,5,0,0,0,"B1","B1"
594577,"RP",7,0,-1,0,0,0,"A","A"
446321,"RP",6,0,-3,0,0,0,"B2","B2"
660853,"RP",7,2,-4,0,1,1,"B2","B2"
663574,"RP",9,0,5,0,0,0,"B1","B1"
592773,"RP",8,0,0,0,0,0,"A","A"
642121,"RP",6,0,-6,0,0,0,"B2","B2"
518516,"SP",1,0,0,0,0,0,"A","A"
593619,"RP",6,1,0,0,1,0,"A","A++"
663556,"SP",1,0,0,0,0,0,"A","A"
608349,"SP",1,0,0,0,0,0,"A","A"
605242,"RP",7,2,2,0,1,1,"A","A++"
621114,"RP",8,0,-2,0,0,0,"A","A"
663992,"RP",8,0,0,0,0,0,"A","A"
571948,"RP",7,1,-4,1,1,1,"B2","B2"
664208,"RP",6,0,0,0,0,0,"A","A"
571871,"RP",8,2,-2,0,0,0,"A","A"
643338,"RP",9,0,3,0,0,0,"B1","B1"
681810,"RP",8,0,2,0,0,0,"A","A"
664199,"RP",9,0,5,0,0,0,"B1","B1"
592831,"RP",7,0,-6,0,0,0,"B2","B2"
660813,"RP",7,0,3,0,0,0,"B1","B1"
429722,"RP",10,0,-1,1,1,1,"A","A++"
614179,"RP",9,0,-2,0,0,0,"A","A"
666159,"SP",1,0,0,0,0,0,"A","A"
667376,"RP",7,0,-3,0,0,0,"B2","B2"
452657,"SP",1,0,0,0,0,0,"A","A"
623149,"RP",11,0,2,0,1,0,"A","A++"
605540,"SP",1,0,0,0,0,0,"A","A"
606303,"RP",7,0,0,0,0,0,"A","A"
501985,"SP",1,0,0,0,0,0,"A","A"
650893,"RP",7,0,3,0,0,0,"B1","B1"
608344,"SP",1,0,0,0,0,0,"A","A"
592836,"SP",1,0,0,0,0,0,"A","A"
658551,"RP",5,1,-3,0,0,1,"B2","B2"
623167,"SP",1,0,2,0,0,0,"A","A"
664299,"RP",10,0,3,0,1,0,"B1","B1"
