"","pitcher","game_pk","Segmentation_tier2","game","performance","inning","p_per_inning"
"3958",605280,717318,"A",1,3,0.667,4.49775112443778
"3959",605280,717378,"A++",1,16,0,Inf
"3960",605280,717394,"B1",1,3,0.667,4.49775112443778
"3961",605280,717433,"A++",1,-2,0.667,-2.99850074962519
"3962",605280,717464,"B2",1,-3,0.667,-4.49775112443778
"3963",605280,717513,"B1",1,-4,0.667,-5.99700149925038
"3964",605280,717550,"B1",1,1,0.667,1.49925037481259
"3965",605280,717636,"A++",1,-2,0.334,-5.98802395209581
"3966",605280,717655,"A",1,7,0.667,10.4947526236882
"3967",605280,717684,"A",1,-4,1.334,-2.99850074962519
"3968",605280,717779,"A++",1,-4,0.334,-11.9760479041916
"3969",605280,717810,"A",1,3,0.333,9.009009009009
"3970",605280,717825,"A",1,-1,0.667,-1.49925037481259
"3971",605280,717857,"B1",1,3,0.667,4.49775112443778
"3972",605280,717888,"A+",1,-1,0.666,-1.5015015015015
"3973",605280,717905,"B1",1,3,0.667,4.49775112443778
"3974",605280,717939,"A",1,-6,1,-6
"3975",605280,717995,"B1",1,6,0.667,8.99550224887557
"3976",605280,718006,"A++",1,-2,0.667,-2.99850074962519
"3977",605280,718029,"A++",1,4,0.334,11.9760479041916
"3978",605280,718085,"B1",1,7,0.667,10.4947526236882
"3979",605280,718095,"A",1,1,0.667,1.49925037481259
"3980",605280,718134,"A++",1,-2,0.667,-2.99850074962519
"3981",605280,718157,"A",1,1,0.667,1.49925037481259
"3982",605280,718197,"B1",1,3,1.334,2.24887556221889
"3983",605280,718210,"A+",1,1,0.334,2.99401197604791
"3984",605280,718247,"B1",1,-3,0.667,-4.49775112443778
"3985",605280,718271,"A",1,-4,0.667,-5.99700149925038
"3986",605280,718291,"A",1,3,0.667,4.49775112443778
"3987",605280,718324,"A",1,9,0,Inf
"3988",605280,718351,"A+",1,9,0,Inf
"3989",605280,718417,"B1",1,-2,0.667,-2.99850074962519
"3990",605280,718476,"A",1,2,0.666,3.003003003003
"3991",605280,718504,"A",1,4,0.667,5.99700149925038
"3992",605280,718588,"A",1,12,0.333,36.036036036036
"3993",605280,718604,"A",1,7,0.667,10.4947526236882
"3994",605280,718651,"A",1,-2,0.667,-2.99850074962519
"3995",605280,718664,"B1",1,1,0.667,1.49925037481259
"3996",605280,718699,"A",1,-6,0.667,-8.99550224887557
"3997",605280,718725,"B1",1,-1,0.667,-1.49925037481259
"3998",605280,718762,"A",1,12,0.667,17.9910044977511
"3999",605288,717648,"B1",1,4,0.667,5.99700149925038
"4000",605288,717696,"B2",1,23,3.667,6.2721570766294
"4001",605347,716390,"A+",1,-1,1.334,-0.749625187406297
"4002",605347,716483,"A++",1,1,0.667,1.49925037481259
"4003",605347,716489,"A",1,3,0.334,8.98203592814372
"4004",605347,716514,"B1",1,13,0.334,38.9221556886228
"4005",605347,716553,"A",1,24,1,24
"4006",605347,716586,"A",1,-2,0.667,-2.99850074962519
"4007",605347,716621,"A",1,12,1.333,9.00225056264066
"4008",605347,716636,"B1",1,3,0.666,4.5045045045045
"4009",605347,716664,"B1",1,2,0.334,5.98802395209581
"4010",605347,716672,"B1",1,-4,0.667,-5.99700149925038
"4011",605347,716706,"A",1,8,0.666,12.012012012012
"4012",605347,716732,"B1",1,4,0.667,5.99700149925038
"4013",605347,716807,"B2",1,24,1.667,14.3971205758848
"4014",605347,716863,"B2",1,9,0.666,13.5135135135135
"4015",605347,716946,"B1",1,7,0.667,10.4947526236882
"4016",605347,716972,"A++",1,18,0.334,53.8922155688623
"4017",605347,717000,"A",1,3,0.333,9.009009009009
"4018",605347,717011,"B2",1,-2,0.667,-2.99850074962519
"4019",605347,717047,"B2",1,1,0.667,1.49925037481259
"4020",605347,717070,"A",1,7,0.667,10.4947526236882
"4021",605347,717133,"A",1,16,1.334,11.9940029985008
"4022",605347,717159,"A++",1,9,0.667,13.4932533733133
"4023",605347,717202,"A++",1,-2,0.334,-5.98802395209581
"4024",605347,717218,"B2",1,3,0.667,4.49775112443778
"4025",605347,717275,"A++",1,0,0.667,0
"4026",605347,717285,"B2",1,3,0.333,9.009009009009
"4027",605347,717327,"A",1,21,1,21
"4028",605347,717365,"B2",1,0,0.667,0
"4029",605347,717379,"A++",1,7,1.334,5.24737631184408
"4030",605347,717428,"B2",1,-4,0.667,-5.99700149925038
"4031",605347,717446,"B2",1,0,0.667,0
"4032",605347,717500,"B1",1,6,0.333,18.018018018018
"4033",605347,717752,"A",1,24,1.667,14.3971205758848
"4034",605347,717822,"A",1,1,0.667,1.49925037481259
"4035",605347,717913,"A++",1,18,1,18
"4036",605347,717938,"B1",1,32,0,Inf
"4037",605347,717968,"A",1,3,0.667,4.49775112443778
"4038",605347,718008,"B1",1,22,0,Inf
"4039",605347,718054,"A",1,19,0.667,28.4857571214393
"4040",605347,718080,"A+",1,12,0,Inf
"4041",605347,718096,"B1",1,2,0.667,2.99850074962519
"4042",605347,718159,"A++",1,-3,1.667,-1.7996400719856
"4043",605347,718175,"B1",1,-2,0.667,-2.99850074962519
"4044",605347,718216,"A",1,-4,0.667,-5.99700149925038
"4045",605347,718224,"A",1,9,0.667,13.4932533733133
"4046",605347,718306,"A",1,-2,0.667,-2.99850074962519
"4047",605347,718310,"A",1,3,0.667,4.49775112443778
"4048",605347,718340,"A",1,19,0.667,28.4857571214393
"4049",605347,718378,"A++",1,6,0,Inf
"4050",605347,718387,"A",1,7,0.667,10.4947526236882
"4051",605347,718427,"B1",1,-2,0.667,-2.99850074962519
"4052",605347,718454,"A",1,0,0.667,0
"4053",605347,718482,"A",1,0,0.667,0
"4054",605347,718524,"A",1,-2,0.667,-2.99850074962519
"4055",605347,718588,"A",1,-1,0.667,-1.49925037481259
"4056",605347,718605,"A",1,6,0.667,8.99550224887557
"4057",605347,718666,"A",1,-6,0.667,-8.99550224887557
"4058",605347,718684,"A++",1,3,0.667,4.49775112443778
"4059",605347,718745,"B1",1,0,0.667,0
"4060",605347,718751,"A",1,-2,0.667,-2.99850074962519
"4061",605347,718775,"A",1,-2,0.334,-5.98802395209581
"4062",605441,717579,"B2",1,0,0,NA
"4063",605441,717617,"B2",1,14,0.334,41.9161676646707
"4064",605441,717660,"A",1,16,0.667,23.9880059970015
"4065",605446,716546,"B2",1,59,2,29.5
"4066",605446,717358,"B2",1,0,0.334,0
"4067",605446,717992,"B1",1,7,1.667,4.19916016796641
"4068",605446,718209,"B2",1,6,0.334,17.9640718562874
"4069",605447,716383,"A",1,6,0.667,8.99550224887557
"4070",605447,716431,"A",1,12,0.667,17.9910044977511
"4071",605447,716463,"A",1,13,0.667,19.4902548725637
"4072",605447,716479,"A++",1,1,1,1
"4073",605447,716566,"A++",1,-4,1.667,-2.3995200959808
"4074",605447,716576,"B1",1,-4,0.667,-5.99700149925038
"4075",605447,716641,"B1",1,8,0.667,11.9940029985008
"4076",605447,716673,"A++",1,7,1,7
"4077",605447,716726,"A+",1,12,1,12
"4078",605447,716730,"A",1,0,0.667,0
"4079",605447,716759,"B1",1,-2,0,-Inf
"4080",605447,716825,"A++",1,5,1.667,2.999400119976
"4081",605447,716902,"B1",1,-4,0.667,-5.99700149925038
"4082",605447,716935,"A",1,4,0.667,5.99700149925038
"4083",605447,716990,"A",1,-4,0.667,-5.99700149925038
"4084",605447,717235,"B1",1,7,0.333,21.021021021021
"4085",605447,717271,"B1",1,-2,0.667,-2.99850074962519
"4086",605447,717281,"A",1,4,0.667,5.99700149925038
"4087",605447,717311,"A",1,6,0.667,8.99550224887557
"4088",605447,717331,"B1",1,3,0.333,9.009009009009
"4089",605447,717431,"A++",1,-2,0.667,-2.99850074962519
"4090",605447,717468,"A++",1,-4,0.667,-5.99700149925038
"4091",605447,717496,"A",1,-6,0.667,-8.99550224887557
"4092",605447,717530,"A",1,14,0.667,20.9895052473763
"4093",605447,717564,"A",1,7,0.667,10.4947526236882
"4094",605447,717634,"B1",1,-2,0,-Inf
"4095",605447,717646,"A",1,13,0.667,19.4902548725637
"4096",605447,717676,"B1",1,2,0.667,2.99850074962519
"4097",605447,717690,"A",1,6,0.667,8.99550224887557
"4098",605447,717741,"A+",1,-6,1,-6
"4099",605447,717769,"B1",1,7,0.667,10.4947526236882
"4100",605447,717805,"A",1,1,0.667,1.49925037481259
"4101",605447,717843,"A",1,-2,0.667,-2.99850074962519
"4102",605447,717856,"A",1,4,0.667,5.99700149925038
"4103",605447,717900,"A",1,-2,0.667,-2.99850074962519
"4104",605447,717929,"B1",1,1,0.667,1.49925037481259
"4105",605447,717942,"B1",1,10,0.667,14.9925037481259
"4106",605447,717988,"B1",1,-3,0.667,-4.49775112443778
"4107",605447,718013,"A",1,3,0.667,4.49775112443778
"4108",605447,718102,"B1",1,17,0.666,25.5255255255255
"4109",605447,718134,"A",1,-4,1.667,-2.3995200959808
"4110",605447,718192,"B1",1,-4,0.667,-5.99700149925038
"4111",605447,718233,"A",1,10,0.667,14.9925037481259
"4112",605447,718278,"B1",1,-2,0.334,-5.98802395209581
"4113",605447,718307,"B1",1,-2,0.667,-2.99850074962519
"4114",605447,718353,"A",1,13,0,Inf
"4115",605447,718379,"A",1,-4,0.667,-5.99700149925038
"4116",605447,718392,"A",1,-4,0.667,-5.99700149925038
"4117",605447,718444,"B1",1,0,0.667,0
"4118",605447,718476,"A",1,15,0,Inf
"4119",605447,718520,"A++",1,-1,1,-1
"4120",605447,718569,"B1",1,5,0.667,7.49625187406297
"4121",605447,718587,"B1",1,-2,0.667,-2.99850074962519
"4122",605447,718603,"A++",1,3,0.667,4.49775112443778
"4123",605447,718644,"B1",1,12,0.667,17.9910044977511
"4124",605447,718670,"A",1,0,0.667,0
"4125",605447,718692,"B1",1,1,0.667,1.49925037481259
"4126",605447,718708,"B1",1,-2,0.667,-2.99850074962519
"4127",605447,718772,"A",1,-4,0.667,-5.99700149925038
"4128",605463,716944,"B2",1,4,1.334,2.99850074962519
"4129",605463,716984,"B2",1,10,0.667,14.9925037481259
"4130",605463,717171,"A++",1,6,0,Inf
"4131",605463,717212,"B1",1,19,0.667,28.4857571214393
"4132",605463,717227,"B1",1,3,1,3
"4133",605463,717279,"A+",1,7,0.667,10.4947526236882
"4134",605463,717310,"A+",1,9,1,9
"4135",605463,717403,"B2",1,23,0.667,34.4827586206897
"4136",605463,717419,"B1",1,7,0.667,10.4947526236882
"4137",605463,717501,"B2",1,3,0.667,4.49775112443778
"4138",605463,717731,"A++",1,4,0.334,11.9760479041916
"4139",605463,717760,"A",1,10,0.333,30.03003003003
"4140",605463,717776,"B1",1,4,0,Inf
"4141",605463,717806,"A",1,4,0.333,12.012012012012
"4142",605463,717844,"B1",1,2,1.667,1.1997600479904
"4143",605463,717905,"A",1,-1,1.333,-0.750187546886722
"4144",605498,716388,"B2",1,28,3.667,7.63566948459231
"4145",605498,716444,"B2",1,19,2.667,7.12410948631421
"4146",605498,716491,"B2",1,2,2.667,0.749906261717285
"4147",605498,716636,"B2",1,9,0.333,27.027027027027
"4148",605498,716642,"B2",1,27,1,27
"4149",605498,716744,"A",1,3,0,Inf
"4150",605498,716847,"B2",1,-1,1,-1
"4151",605498,716861,"B2",1,26,1.667,15.5968806238752
"4152",605498,716940,"B2",1,22,3,7.33333333333333
"4153",605498,716952,"A",1,7,1,7
"4154",605498,717127,"B2",1,16,4.333,3.69259173782599
"4155",605498,717238,"B2",1,25,1.667,14.99700059988
"4156",605498,717244,"B1",1,27,1.667,16.1967606478704
"4157",605612,717724,"B2",1,6,0.333,18.018018018018
"4158",605612,718509,"B2",1,15,0.667,22.4887556221889
"4159",606149,716541,"A+",1,16,0.333,48.048048048048
"4160",606149,716604,"A",1,-4,0.667,-5.99700149925038
"4161",606149,716621,"A",1,1,0.667,1.49925037481259
"4162",606149,716655,"A",1,-4,0.667,-5.99700149925038
"4163",606149,716677,"B1",1,2,0.667,2.99850074962519
"4164",606149,716709,"B1",1,14,0,Inf
"4165",606149,716733,"A",1,-2,0.667,-2.99850074962519
"4166",606149,716744,"A",1,-1,0.667,-1.49925037481259
"4167",606149,716847,"B2",1,32,0.334,95.808383233533
"4168",606149,716921,"B1",1,1,0,Inf
"4169",606149,716995,"A++",1,9,0.334,26.9461077844312
"4170",606149,717019,"B1",1,12,0.333,36.036036036036
"4171",606149,717064,"A",1,-2,0.667,-2.99850074962519
"4172",606149,717119,"B1",1,-1,0.667,-1.49925037481259
"4173",606149,717195,"B1",1,-4,1.667,-2.3995200959808
"4174",606149,717226,"A",1,1,0.667,1.49925037481259
"4175",606149,717244,"A+",1,-2,0.334,-5.98802395209581
"4176",606149,717268,"A++",1,7,1,7
"4177",606149,717322,"B1",1,7,0.667,10.4947526236882
"4178",606149,717357,"A",1,1,0.667,1.49925037481259
"4179",606149,717374,"A++",1,-2,1,-2
"4180",606149,717407,"A",1,10,0.334,29.9401197604791
"4181",606149,717445,"A",1,-1,0.667,-1.49925037481259
"4182",606149,717473,"B1",1,-2,0.667,-2.99850074962519
"4183",606149,717488,"A",1,0,0.667,0
"4184",606149,717524,"A++",1,-3,1,-3
"4185",606149,717582,"A",1,38,0.667,56.9715142428786
"4186",606149,717598,"A++",1,3,1,3
"4187",606149,717623,"B1",1,-2,0.667,-2.99850074962519
"4188",606149,717699,"A",1,0,0.667,0
"4189",606149,717718,"A",1,-1,0.667,-1.49925037481259
"4190",606149,717767,"A",1,12,0.667,17.9910044977511
"4191",606149,717832,"B1",1,-2,1,-2
"4192",606149,717854,"A",1,-2,0.667,-2.99850074962519
"4193",606149,717930,"B1",1,33,0.334,98.802395209581
"4194",606149,717960,"A",1,7,0.667,10.4947526236882
"4195",606149,717996,"A++",1,0,0.667,0
"4196",606149,718030,"A++",1,5,1,5
"4197",606149,718059,"A",1,0,0.667,0
"4198",606149,718071,"A",1,-1,0.667,-1.49925037481259
"4199",606149,718109,"A++",1,-2,0.667,-2.99850074962519
"4200",606149,718131,"B1",1,3,1.667,1.7996400719856
"4201",606149,718196,"A",1,3,0.667,4.49775112443778
"4202",606149,718240,"A",1,0,0.667,0
"4203",606149,718288,"A",1,13,1.667,7.79844031193761
"4204",606149,718292,"A++",1,6,0.333,18.018018018018
"4205",606149,718320,"A",1,35,0.333,105.105105105105
"4206",606149,718359,"A+",1,6,0.666,9.009009009009
"4207",606149,718439,"A",1,6,0.333,18.018018018018
"4208",606149,718450,"B1",1,-4,0.667,-5.99700149925038
"4209",606149,718464,"A++",1,1,1,1
"4210",606149,718548,"A",1,-2,0.667,-2.99850074962519
"4211",606149,718582,"B1",1,-2,0.667,-2.99850074962519
"4212",606149,718607,"A",1,-4,0.334,-11.9760479041916
"4213",606149,718613,"A",1,-4,1,-4
"4214",606149,718711,"B2",1,-1,0.667,-1.49925037481259
"4215",606160,716358,"B1",1,7,0.667,10.4947526236882
"4216",606160,716425,"A++",1,12,0,Inf
"4217",606160,716455,"A",1,-4,0.667,-5.99700149925038
"4218",606160,716473,"B2",1,-1,0.667,-1.49925037481259
"4219",606160,716530,"A",1,16,0.667,23.9880059970015
"4220",606160,716560,"A++",1,3,0.334,8.98203592814372
"4221",606160,716577,"A",1,4,0.667,5.99700149925038
"4222",606160,716596,"B1",1,-2,0.667,-2.99850074962519
"4223",606160,716624,"B2",1,17,0.667,25.4872563718141
"4224",606160,716649,"A",1,-2,0.667,-2.99850074962519
"4225",606160,716724,"A+",1,-2,0.667,-2.99850074962519
"4226",606160,716746,"A",1,4,0.667,5.99700149925038
"4227",606160,716802,"B1",1,2,1,2
"4228",606160,716830,"B1",1,-2,0.667,-2.99850074962519
"4229",606160,716873,"B2",1,4,0,Inf
"4230",606160,716895,"B1",1,10,0.333,30.03003003003
"4231",606160,716920,"A",1,0,0.667,0
"4232",606160,716932,"B2",1,-4,0.667,-5.99700149925038
"4233",606160,716972,"B1",1,-2,0.667,-2.99850074962519
"4234",606160,716991,"A++",1,-2,0,-Inf
"4235",606160,717004,"A",1,7,0.667,10.4947526236882
"4236",606160,717037,"B1",1,-2,0.667,-2.99850074962519
"4237",606160,717067,"A",1,-1,0.667,-1.49925037481259
"4238",606160,717138,"B1",1,9,0.667,13.4932533733133
"4239",606160,717142,"A",1,4,0.667,5.99700149925038
"4240",606160,717196,"B2",1,-2,0.667,-2.99850074962519
"4241",606160,717214,"B1",1,16,0.667,23.9880059970015
"4242",606160,717239,"B2",1,1,1,1
"4243",606160,717310,"A",1,-2,0.667,-2.99850074962519
"4244",606160,717345,"B1",1,1,0.667,1.49925037481259
"4245",606160,717381,"A++",1,8,1,8
"4246",606160,717430,"B2",1,-2,1.667,-1.1997600479904
"4247",606160,717467,"B2",1,16,1.667,9.59808038392322
"4248",606160,717542,"B2",1,4,0.667,5.99700149925038
"4249",606160,717566,"B1",1,-2,1.667,-1.1997600479904
"4250",606160,717615,"B1",1,20,0.667,29.9850074962519
"4251",606160,717670,"B1",1,18,0.667,26.9865067466267
"4252",606160,717727,"B2",1,25,0.667,37.4812593703149
"4253",606160,717737,"A",1,4,0.667,5.99700149925038
"4254",606160,717802,"B2",1,-1,0.667,-1.49925037481259
"4255",606160,717833,"A",1,13,0.667,19.4902548725637
"4256",606160,717843,"A",1,-2,0.667,-2.99850074962519
"4257",606160,717871,"A",1,20,0.667,29.9850074962519
"4258",606160,717908,"B1",1,0,0.667,0
"4259",606160,717936,"A",1,-1,0.667,-1.49925037481259
"4260",606160,717956,"B1",1,1,0.667,1.49925037481259
"4261",606160,717980,"B1",1,1,0.667,1.49925037481259
"4262",606160,718056,"A",1,26,0.667,38.9805097451274
"4263",606160,718112,"B1",1,4,0.667,5.99700149925038
"4264",606160,718127,"B2",1,1,0.667,1.49925037481259
"4265",606160,718158,"A",1,3,0.333,9.009009009009
"4266",606160,718189,"A",1,12,0.667,17.9910044977511
"4267",606160,718254,"A",1,10,0.667,14.9925037481259
"4268",606160,718274,"B1",1,13,0.667,19.4902548725637
"4269",606160,718350,"B1",1,9,0.667,13.4932533733133
"4270",606160,718354,"A",1,2,0.667,2.99850074962519
"4271",606160,718389,"A",1,-4,0.667,-5.99700149925038
"4272",606160,718436,"B1",1,1,0.333,3.003003003003
"4273",606160,718471,"A",1,-2,0.667,-2.99850074962519
"4274",606160,718501,"A",1,15,0,Inf
"4275",606160,718520,"B2",1,0,0.667,0
"4276",606160,718562,"B1",1,5,0.667,7.49625187406297
"4277",606160,718623,"A",1,2,0.667,2.99850074962519
"4278",606160,718684,"A",1,3,0.667,4.49775112443778
"4279",606160,718696,"B1",1,8,0.667,11.9940029985008
"4280",606160,718723,"A",1,-1,0.667,-1.49925037481259
"4281",606160,718764,"B1",1,1,0.667,1.49925037481259
"4282",606160,718768,"A",1,11,0.667,16.4917541229385
"4283",606303,716373,"B2",1,-2,0.667,-2.99850074962519
"4284",606303,716408,"A",1,-4,0.667,-5.99700149925038
"4285",606303,716460,"A",1,7,0.667,10.4947526236882
"4286",606303,716495,"B1",1,9,0.667,13.4932533733133
"4287",606303,716515,"B1",1,3,0.667,4.49775112443778
"4288",606303,716559,"A",1,7,0.667,10.4947526236882
"4289",606303,716585,"A",1,1,0.667,1.49925037481259
"4290",606303,716646,"A++",1,7,0.667,10.4947526236882
"4291",606303,716659,"A",1,1,0.667,1.49925037481259
"4292",606303,716765,"A",1,7,0.333,21.021021021021
"4293",606303,716779,"A",1,4,0.667,5.99700149925038
"4294",606303,716810,"B1",1,1,0.667,1.49925037481259
"4295",606303,716838,"B1",1,16,0.667,23.9880059970015
"4296",606303,716882,"A",1,4,0.667,5.99700149925038
"4297",606303,716938,"B1",1,-1,0.667,-1.49925037481259
"4298",606303,716961,"A",1,14,0.667,20.9895052473763
"4299",606303,717036,"A",1,4,0.667,5.99700149925038
"4300",606303,717065,"A",1,-1,0.667,-1.49925037481259
"4301",606303,717078,"A",1,3,0.667,4.49775112443778
"4302",606303,717116,"A",1,3,0.667,4.49775112443778
"4303",606303,717162,"A",1,-2,0.667,-2.99850074962519
"4304",606303,717183,"A",1,-2,0.667,-2.99850074962519
"4305",606303,717206,"A",1,15,0.667,22.4887556221889
"4306",606303,717254,"A",1,1,0.667,1.49925037481259
"4307",606303,717273,"A",1,0,0.667,0
"4308",606303,717296,"A",1,-2,0.667,-2.99850074962519
"4309",606303,717347,"A",1,-4,0.667,-5.99700149925038
"4310",606303,717392,"B1",1,-4,0.667,-5.99700149925038
"4311",606303,717412,"A",1,-4,0.667,-5.99700149925038
"4312",606303,717427,"A",1,-4,0.667,-5.99700149925038
"4313",606303,717474,"A",1,1,0.667,1.49925037481259
"4314",606303,717483,"A",1,-2,0.667,-2.99850074962519
"4315",606303,717511,"A",1,-2,0.667,-2.99850074962519
"4316",606303,717540,"B1",1,-2,0.667,-2.99850074962519
"4317",606303,717565,"A",1,-2,0.667,-2.99850074962519
"4318",606303,717581,"B1",1,1,0.667,1.49925037481259
"4319",606303,717613,"A",1,7,1.333,5.25131282820705
"4320",606303,717680,"A",1,-3,0.667,-4.49775112443778
"4321",606303,717740,"A",1,3,0.667,4.49775112443778
"4322",606303,717783,"A",1,7,0.667,10.4947526236882
"4323",606303,717814,"A++",1,6,0.667,8.99550224887557
"4324",606303,717849,"B1",1,11,0.667,16.4917541229385
"4325",606303,717867,"A",1,11,0.667,16.4917541229385
"4326",606303,717931,"A",1,-1,0.667,-1.49925037481259
"4327",606303,717947,"B1",1,9,0.667,13.4932533733133
"4328",606303,717986,"B1",1,4,0.667,5.99700149925038
"4329",606303,718046,"A++",1,-2,0.334,-5.98802395209581
"4330",606303,718056,"A++",1,-4,0.334,-11.9760479041916
"4331",606303,718081,"B1",1,6,0.667,8.99550224887557
"4332",606303,718117,"A",1,-4,0.667,-5.99700149925038
"4333",606303,718151,"A",1,1,1.334,0.749625187406297
"4334",606303,718183,"A",1,-1,0.667,-1.49925037481259
"4335",606303,718204,"B1",1,11,0.667,16.4917541229385
"4336",606303,718228,"B2",1,4,1,4
"4337",606303,718267,"B1",1,-3,1.334,-2.24887556221889
"4338",606303,718313,"A++",1,1,0.667,1.49925037481259
"4339",606303,718334,"A",1,-1,0.667,-1.49925037481259
"4340",606303,718365,"B2",1,0,0,NA
"4341",606303,718386,"A",1,3,0.667,4.49775112443778
"4342",606303,718428,"A",1,2,1.667,1.1997600479904
"4343",606303,718470,"B1",1,14,0.667,20.9895052473763
"4344",606303,718517,"A",1,0,0.334,0
"4345",606303,718534,"B1",1,1,0.667,1.49925037481259
"4346",606303,718560,"A",1,3,0.333,9.009009009009
"4347",606303,718589,"A++",1,1,0.667,1.49925037481259
"4348",606303,718611,"B1",1,6,0.667,8.99550224887557
"4349",606303,718660,"B2",1,2,0.667,2.99850074962519
"4350",606303,718674,"A+",1,4,0.334,11.9760479041916
"4351",606303,718738,"B1",1,14,1.334,10.4947526236882
"4352",606625,718034,"B1",1,22,0.667,32.9835082458771
"4353",606625,718080,"A",1,5,0.333,15.015015015015
"4354",606930,716388,"B2",1,10,0.667,14.9925037481259
"4355",606930,716396,"B2",1,-2,1,-2
"4356",606930,716408,"A+",1,6,0.667,8.99550224887557
"4357",606930,716457,"A",1,6,0.667,8.99550224887557
"4358",606930,716495,"B2",1,-1,1.667,-0.599880023995201
"4359",606930,716557,"B2",1,7,0.667,10.4947526236882
"4360",606930,716636,"B2",1,3,0,Inf
"4361",606930,716642,"B2",1,-1,0.667,-1.49925037481259
"4362",606930,716680,"B2",1,14,1,14
"4363",606930,716744,"A++",1,12,0.666,18.018018018018
"4364",606930,716809,"A",1,12,1.667,7.19856028794241
"4365",606930,716835,"A",1,12,0.667,17.9910044977511
"4366",606930,716901,"B2",1,0,0.334,0
"4367",606965,716383,"A",1,10,1.667,5.99880023995201
"4368",606965,716419,"B1",1,-4,0.667,-5.99700149925038
"4369",606965,716463,"A++",1,-4,1,-4
"4370",606965,716583,"B1",1,-4,0.667,-5.99700149925038
"4371",606965,716613,"A++",1,3,0,Inf
"4372",606965,716671,"A+",1,0,0.334,0
"4373",606965,716716,"A++",1,0,0.667,0
"4374",606965,716722,"A++",1,14,0.334,41.9161676646707
"4375",606965,716754,"A++",1,4,0.333,12.012012012012
"4376",606965,717389,"A",1,23,0.667,34.4827586206897
"4377",606965,717437,"B2",1,13,0.667,19.4902548725637
"4378",606965,717478,"A",1,12,0.667,17.9910044977511
"4379",606965,717497,"B2",1,4,0.667,5.99700149925038
"4380",606965,717533,"A",1,10,0.667,14.9925037481259
"4381",606965,717560,"A",1,2,0.667,2.99850074962519
"4382",606965,717592,"B1",1,-4,0.667,-5.99700149925038
"4383",606965,717644,"A++",1,11,0.334,32.934131736527
"4384",606965,717678,"A",1,15,0.667,22.4887556221889
"4385",606965,717726,"A++",1,10,1,10
"4386",606965,717751,"A",1,1,0.667,1.49925037481259
"4387",606965,717792,"A",1,4,0.667,5.99700149925038
"4388",606965,717799,"B1",1,6,0.667,8.99550224887557
"4389",606965,717838,"A++",1,-2,1,-2
"4390",606965,717861,"A++",1,-6,1.334,-4.49775112443778
"4391",606965,717899,"A",1,2,1.333,1.50037509377344
"4392",606965,717971,"B1",1,0,0.667,0
"4393",606965,717998,"A++",1,-6,0.667,-8.99550224887557
"4394",606965,718034,"B1",1,-2,1,-2
"4395",606965,718070,"A+",1,-2,1.334,-1.49925037481259
"4396",606965,718080,"A++",1,-2,0,-Inf
"4397",606965,718128,"A",1,16,0.667,23.9880059970015
"4398",606965,718171,"B1",1,4,0.667,5.99700149925038
"4399",606965,718191,"A++",1,-4,0.667,-5.99700149925038
"4400",606965,718235,"B2",1,-4,1.667,-2.3995200959808
"4401",606965,718264,"B2",1,19,1.667,11.3977204559088
"4402",606965,718311,"B1",1,-2,1,-2
"4403",606965,718338,"B1",1,0,1.667,0
"4404",606965,718365,"A",1,-2,0.667,-2.99850074962519
"4405",607054,717476,"B2",1,6,0.667,8.99550224887557
"4406",607054,718469,"B2",1,23,0.667,34.4827586206897
"4407",607067,716423,"B2",1,1,0.333,3.003003003003
"4408",607067,716515,"A",1,24,4.667,5.14248982215556
"4409",607067,716592,"A",1,9,4.667,1.92843368330834
"4410",607067,718228,"B2",1,12,0.667,17.9910044977511
"4411",607179,716369,"A+",1,14,0.333,42.042042042042
"4412",607179,716394,"A++",1,13,1,13
"4413",607179,716434,"A",1,-4,0.667,-5.99700149925038
"4414",607179,716467,"A++",1,1,0.333,3.003003003003
"4415",607179,716485,"A+",1,10,0.334,29.9401197604791
"4416",607179,716559,"A",1,-2,0.667,-2.99850074962519
"4417",607179,716578,"A",1,0,0.667,0
"4418",607179,716591,"A++",1,-2,0.334,-5.98802395209581
"4419",607179,716635,"B1",1,4,1,4
"4420",607179,716662,"A",1,6,0.333,18.018018018018
"4421",607179,716676,"A++",1,9,0.333,27.027027027027
"4422",607179,716740,"A+",1,1,0.667,1.49925037481259
"4423",607179,716771,"A",1,1,0.667,1.49925037481259
"4424",607179,716776,"B2",1,-2,0.667,-2.99850074962519
"4425",607179,716816,"B2",1,1,0.667,1.49925037481259
"4426",607179,716844,"A",1,16,0.334,47.9041916167665
"4427",607179,716872,"A",1,15,0.667,22.4887556221889
"4428",607179,716929,"B1",1,-2,0.667,-2.99850074962519
"4429",607179,716960,"A",1,-1,0.667,-1.49925037481259
"4430",607179,716982,"A+",1,16,1,16
"4431",607179,716993,"A",1,-1,0.667,-1.49925037481259
"4432",607179,717043,"B1",1,6,1.667,3.59928014397121
"4433",607179,717096,"A",1,-4,0.667,-5.99700149925038
"4434",607179,717104,"B1",1,-2,0.667,-2.99850074962519
"4435",607179,717120,"B1",1,-1,0.667,-1.49925037481259
"4436",607179,717139,"A",1,-1,0.667,-1.49925037481259
"4437",607179,717162,"A",1,3,1,3
"4438",607179,717192,"A",1,6,0,Inf
"4439",607179,717215,"B1",1,-6,1,-6
"4440",607179,717241,"A",1,4,0.333,12.012012012012
"4441",607179,717257,"B2",1,-2,1,-2
